"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude"
"1049","Balwyn North","30 Clifton St",4,"h",1572000,"S","hockingstuart","7/05/2016",9.2,3104,4,2,2,662,330,1965,"Boroondara",-37.798,145.1007
"1052","Balwyn North","10 Seattle St",4,"h",1500000,"VB","Jellis","7/05/2016",9.2,3104,3,2,2,610,146.861538586252,1970,"Boroondara",-37.784,145.0878
"1053","Balwyn North","3/54 Severn St",4,"t",1400000,"S","Jellis","7/05/2016",9.2,3104,4,2,1,283,146.861538586252,1970,"Boroondara",-37.7982,145.0688
"1056","Balwyn North","5 Carrington St",4,"h",1850000,"VB","Jellis","7/11/2016",9.2,3104,4,2,2,619,254,1990,"Boroondara",-37.8025,145.0843
"1058","Balwyn North","40 Winfield Rd",3,"h",1480000,"PI","Marshall","7/11/2016",9.2,3104,3,1,2,992,146.861538586252,1970,"Boroondara",-37.7977,145.1037
"1059","Balwyn North","7 Clifton St",4,"h",1400000,"PI","hockingstuart","8/10/2016",9.2,3104,4,2,2,714,146.861538586252,1970,"Boroondara",-37.8007,145.1002
"1061","Balwyn North","2/34 Doncaster Rd",3,"u",1050000,"S","Fletchers","8/10/2016",9.2,3104,3,2,2,244,146.861538586252,1970,"Boroondara",-37.7933,145.0672
"1063","Balwyn North","1/39 Trentwood Av",2,"u",709000,"S","Jellis","8/10/2016",9.2,3104,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1066","Balwyn North","8 Cash St",4,"h",1740000,"VB","Jellis","10/09/2016",9.2,3104,4,2,2,610,275,1993,"Boroondara",-37.7843,145.0891
"1069","Balwyn North","39 Kawarren St",4,"h",1388800,"S","Jellis","10/09/2016",9.2,3104,3,2,1,517,247,1970,"Boroondara",-37.783,145.0926
"1070","Balwyn North","185 Doncaster Rd",4,"h",1702000,"PI","Jellis","10/12/2016",9.2,3104,4,2,2,715,146.861538586252,1939,"Boroondara",-37.7943,145.083
"1071","Balwyn North","41 Helston St",4,"h",1800000,"VB","Fletchers/One","10/12/2016",9.2,3104,4,2,4,587,165,1960,"Boroondara",-37.7841,145.0953
"1074","Balwyn North","53 Sweyn St",2,"h",1400000,"S","Noel","10/12/2016",9.2,3104,2,1,1,694,146.861538586252,1970,"Boroondara",-37.7941,145.1042
"1075","Balwyn North","2/11 Winfield Rd",2,"t",860000,"S","hockingstuart","10/12/2016",9.2,3104,2,2,2,204,146.861538586252,1970,"Boroondara",-37.8008,145.104
"1077","Balwyn North","13 Lucifer St",4,"h",1670000,"SP","Marshall","11/03/2017",9.2,3104,4,3,2,689,146.861538586252,1970,"Boroondara",-37.7871,145.0843
"1080","Balwyn North","16b Alpha St",3,"u",1150000,"S","Lindellas","12/11/2016",9.2,3104,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1081","Balwyn North","62 Clifton St",4,"h",1350000,"VB","Jellis","12/11/2016",9.2,3104,4,2,2,815,146.861538586252,1970,"Boroondara",-37.794,145.1019
"1084","Balwyn North","21 Maud St",3,"h",1300000,"S","Marshall","12/11/2016",9.2,3104,3,1,2,464,146.861538586252,1970,"Boroondara",-37.7945,145.0667
"1086","Balwyn North","1 Bolinda Rd",3,"h",1700000,"VB","Fletchers","13/08/2016",9.2,3104,3,2,3,763,168,1960,"Boroondara",-37.7935,145.0865
"1087","Balwyn North","35 Corhampton Rd",3,"h",1750000,"VB","Noel","13/08/2016",9.2,3104,2,1,2,854,146.861538586252,1948,"Boroondara",-37.7971,145.0672
"1088","Balwyn North","151 Bulleen Rd",3,"h",980000,"SP","Fletchers","14/05/2016",9.2,3104,3,1,1,542,146.861538586252,1970,"Boroondara",-37.7832,145.0779
"1089","Balwyn North","56a Clifton St",3,"h",1230000,"S","Noel","14/05/2016",9.2,3104,3,3,1,310,188,2012,"Boroondara",-37.7949,145.1014
"1092","Balwyn North","28 Walnut Rd",4,"h",1950000,"S","Fletchers","14/05/2016",9.2,3104,3,3,2,665,232,1970,"Boroondara",-37.7889,145.0904
"1095","Balwyn North","13 Glenthorn Av",3,"h",1636000,"S","Jellis","15/10/2016",9.2,3104,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1097","Balwyn North","42 Maud St",3,"h",1480000,"PI","Jellis","15/10/2016",9.2,3104,3,1,4,605,116,1950,"Boroondara",-37.7951,145.0696
"1100","Balwyn North","54 Sutton St",3,"h",1818000,"S","Fletchers","15/10/2016",9.2,3104,3,1,1,722,90,1930,"Boroondara",-37.7956,145.0829
"1102","Balwyn North","3 Alpha St",4,"h",2170000,"SP","Fletchers","16/04/2016",9.2,3104,4,2,2,1040,146.861538586252,1970,"Boroondara",-37.7992,145.0907
"1108","Balwyn North","7 Sunburst Av",3,"h",1845000,"S","hockingstuart","16/04/2016",9.2,3104,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1109","Balwyn North","20 Ajax St",4,"h",1620000,"S","Jellis","16/07/2016",9.2,3104,4,2,1,654,146.861538586252,1960,"Boroondara",-37.7885,145.0854
"1110","Balwyn North","24 Cumberland Av",4,"h",1420000,"VB","Jellis","16/07/2016",9.2,3104,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1114","Balwyn North","45 Woodville St",4,"h",1712000,"S","Fletchers","17/09/2016",9.2,3104,3,2,2,639,146.861538586252,1970,"Boroondara",-37.7879,145.0929
"1115","Balwyn North","12 Clifton St",4,"h",1720000,"PI","Marshall","18/03/2017",9.2,3104,4,3,2,869,170,1950,"Boroondara",-37.8002,145.0999
"1117","Balwyn North","6 Leicester St",4,"h",1670000,"S","Jellis","18/03/2017",9.2,3104,4,1,4,1042,146.861538586252,1970,"Boroondara",-37.7908,145.101
"1118","Balwyn North","23 Maud St",2,"h",1350000,"SP","Nelson","18/03/2017",9.2,3104,2,1,2,467,146.861538586252,1970,"Boroondara",-37.7945,145.067
"1120","Balwyn North","21 Riverside Av",3,"h",2086000,"S","Jellis","18/03/2017",9.2,3104,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1121","Balwyn North","9 Seattle St",4,"h",1675000,"S","Fletchers","18/03/2017",9.2,3104,4,2,2,667,201,1974,"Boroondara",-37.7835,145.0883
"1122","Balwyn North","16 Sylvan St",4,"t",1680000,"S","Noel","18/03/2017",9.2,3104,4,3,1,362,200,2014,"Boroondara",-37.7987,145.0788
"1124","Balwyn North","49 Aylmer St",3,"h",1800000,"PI","hockingstuart","18/06/2016",9.2,3104,3,1,1,809,146.861538586252,1970,"Boroondara",-37.7976,145.0684
"1126","Balwyn North","14 Hedderwick St",4,"h",1550000,"S","Noel","18/06/2016",9.2,3104,4,3,4,707,146.861538586252,1970,"Boroondara",-37.8005,145.0986
"1132","Balwyn North","5 Grieve St",4,"h",2205000,"S","Fletchers","19/11/2016",9.2,3104,4,2,2,1010,250,1950,"Boroondara",-37.7982,145.0903
"1135","Balwyn North","2/22 Severn St",3,"t",1137000,"S","Fletchers","19/11/2016",9.2,3104,3,2,2,349,146.861538586252,1970,"Boroondara",-37.7955,145.0694
"1136","Balwyn North","28 Severn St",3,"h",2100000,"VB","Jellis","19/11/2016",9.2,3104,3,2,3,949,175,1940,"Boroondara",-37.796,145.0696
"1137","Balwyn North","3 Capella St",2,"h",1389000,"S","Jellis","22/05/2016",9.2,3104,2,1,4,701,146.861538586252,1970,"Boroondara",-37.7867,145.0718
"1138","Balwyn North","3/1 Corhampton Rd",2,"h",685000,"SP","Jellis","22/05/2016",9.2,3104,2,1,1,177,85,1975,"Boroondara",-37.7935,145.0679
"1142","Balwyn North","85a Woodville St",3,"h",1335000,"S","Fletchers","22/05/2016",9.2,3104,3,2,2,368,177,2009,"Boroondara",-37.7846,145.0935
"1144","Balwyn North","13 Bernard St",3,"h",1600000,"VB","Marshall","22/08/2016",9.2,3104,3,2,2,760,146.861538586252,1970,"Boroondara",-37.7867,145.0797
"1145","Balwyn North","4a Corhampton Rd",3,"h",1830000,"S","Fletchers","22/08/2016",9.2,3104,3,2,2,493,146.861538586252,1970,"Boroondara",-37.7938,145.0675
"1147","Balwyn North","41 Helston St",4,"h",1900000,"VB","One","22/08/2016",9.2,3104,4,2,4,587,165,1960,"Boroondara",-37.7841,145.0953
"1154","Balwyn North","3/52 Maud St",2,"u",735000,"S","Christopher","23/04/2016",9.2,3104,2,1,1,1075,146.861538586252,1970,"Boroondara",-37.7953,145.0712
"1159","Balwyn North","3/48 Alpha St",2,"u",1040000,"S","Fletchers","24/09/2016",9.2,3104,2,1,1,250,112,1995,"Boroondara",-37.7996,145.0959
"1162","Balwyn North","66 Almond St",3,"h",1520000,"S","Jellis","25/02/2017",9.2,3104,3,1,2,622,146.861538586252,1970,"Boroondara",-37.7882,145.0882
"1164","Balwyn North","19 Hedderwick St",4,"h",1250000,"VB","Marshall","25/02/2017",9.2,3104,4,2,2,644,153,1950,"Boroondara",-37.7997,145.0993
"1167","Balwyn North","31 MacEdon Av",4,"h",2006000,"S","Fletchers","25/02/2017",9.2,3104,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1170","Balwyn North","43 Helston St",4,"h",1530000,"PI","hockingstuart","27/06/2016",9.2,3104,4,2,2,701,198,1960,"Boroondara",-37.7839,145.0954
"1172","Balwyn North","36 Larbert Av",3,"h",1425000,"PI","Parkes","27/06/2016",9.2,3104,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1173","Balwyn North","1/9 Lime Av",3,"u",940000,"S","Jellis","27/06/2016",9.2,3104,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1175","Balwyn North","8a Sylvan St",4,"h",1300000,"VB","Jellis","27/06/2016",9.2,3104,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1178","Balwyn North","35 Walnut Rd",4,"h",1760000,"S","hockingstuart","27/06/2016",9.2,3104,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1181","Balwyn North","9 Arama St",3,"h",1300000,"VB","Jellis","27/11/2016",9.2,3104,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1182","Balwyn North","3/191 Balwyn Rd",3,"t",1238000,"S","Fletchers","27/11/2016",9.2,3104,3,2,2,186,146.861538586252,2010,"Boroondara",-37.8028,145.0828
"1187","Balwyn North","11 Milfay Ct",3,"h",1651000,"S","Nelson","27/11/2016",9.2,3104,3,1,2,657,151,1960,"Boroondara",-37.7895,145.0985
"1192","Balwyn North","10a Bolinda Rd",3,"t",1330000,"S","Christopher","28/05/2016",9.2,3104,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1193","Balwyn North","15 Ellendale St",3,"h",1038000,"S","Christopher","28/05/2016",9.2,3104,3,2,1,207,144,2003,"Boroondara",-37.7893,145.092
"1199","Balwyn North","61 Ray Dr",3,"h",1260000,"PI","hockingstuart","28/05/2016",9.2,3104,3,2,2,458,146.861538586252,1997,"Boroondara",-37.7908,145.0991
"1202","Balwyn North","10 Hood St",4,"h",2155000,"S","Jellis","28/08/2016",9.2,3104,4,2,3,620,146.861538586252,1970,"Boroondara",-37.7985,145.0707
"1203","Balwyn North","3/8 Severn St",3,"h",1225000,"VB","Fletchers","28/08/2016",9.2,3104,3,2,2,282,146.861538586252,1970,"Boroondara",-37.7936,145.0697
"1204","Balwyn North","40 Stephens St",4,"h",2150000,"PI","Noel","28/08/2016",9.2,3104,4,2,2,730,146.861538586252,1960,"Boroondara",-37.7993,145.0869
"1205","Balwyn North","24 Willis St",3,"h",1770000,"PI","Fletchers","28/08/2016",9.2,3104,3,2,1,720,147,1955,"Boroondara",-37.7938,145.0838
"1206","Balwyn North","8 Harrington Av",4,"h",2040000,"PI","Jellis","30/07/2016",9.2,3104,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1212","Bentleigh","5/205 Centre Rd",2,"u",636000,"S","hockingstuart","3/09/2016",13,3204,2,1,2,202,146.861538586252,1974,"Glen Eira",-37.9165,145.0259
"1213","Bentleigh","22 Hobart St",2,"h",1275000,"S","Woodards","3/09/2016",13,3204,2,1,2,599,146.861538586252,1970,"Glen Eira",-37.925,145.046
"1214","Bentleigh","1/236 Patterson Rd",3,"u",875000,"S","hockingstuart","3/09/2016",13,3204,3,1,2,348,121,1950,"Glen Eira",-37.9273,145.0479
"1215","Bentleigh","7a Porter Rd",4,"t",1230000,"S","hockingstuart","3/09/2016",13,3204,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1216","Bentleigh","2/531 South Rd",3,"t",895000,"PI","Ray","3/09/2016",13,3204,3,2,2,362,146.861538586252,1997,"Glen Eira",-37.9336,145.043
"1217","Bentleigh","1/28 Strathmore St",3,"t",1020000,"PI","C21","3/09/2016",13,3204,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1218","Bentleigh","32 Leckie St",2,"h",1550000,"S","Woodards","3/12/2016",13,3204,2,1,4,730,146.861538586252,1970,"Glen Eira",-37.9207,145.0479
"1219","Bentleigh","7 Marquis Rd",4,"h",1420000,"S","Woodards","3/12/2016",13,3204,4,1,4,786,146.861538586252,1970,"Glen Eira",-37.9305,145.0449
"1220","Bentleigh","11 Rogers Rd",3,"h",1425000,"S","Buxton","3/12/2016",13,3204,3,2,2,613,143,1960,"Glen Eira",-37.9311,145.0428
"1221","Bentleigh","3/2 Scotts St",2,"t",851000,"S","hockingstuart","3/12/2016",13,3204,2,1,1,140,250,1970,"Glen Eira",-37.9204,145.0443
"1222","Bentleigh","11A Mortimore St",3,"h",1222500,"S","Ray","4/02/2016",13,3204,3,2,2,299,181,2000,"Glen Eira",-37.9272,145.0406
"1226","Bentleigh","2/523 South Rd",3,"t",710000,"PI","hockingstuart","4/03/2017",13,3204,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1227","Bentleigh","127 Tucker Rd",4,"h",1260000,"PI","hockingstuart","4/03/2017",13,3204,4,2,2,793,146.861538586252,1970,"Glen Eira",-37.9232,145.0502
"1228","Bentleigh","14a Vunabere Av",2,"u",896000,"S","Ray","4/03/2017",13,3204,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1230","Bentleigh","174 Jasper Rd",3,"t",900000,"PI","hockingstuart","4/06/2016",13,3204,3,2,1,418,146.861538586252,1925,"Glen Eira",-37.9172,145.0421
"1233","Bentleigh","13 Somers St",3,"h",1317500,"S","Buxton","4/06/2016",13,3204,3,1,1,576,127,1945,"Glen Eira",-37.9149,145.0254
"1235","Bentleigh","12b Coates St",4,"t",1435000,"S","hockingstuart","6/08/2016",13,3204,3,3,2,291,212,2012,"Glen Eira",-37.9278,145.0337
"1237","Bentleigh","156 Patterson Rd",3,"h",1110000,"S","Buxton","6/08/2016",13,3204,3,1,2,692,164,1940,"Glen Eira",-37.9263,145.04
"1239","Bentleigh","17 Windsor Av",4,"h",2000000,"S","Buxton","6/08/2016",13,3204,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1241","Bentleigh","23 Yawla St",3,"h",1500000,"PI","hockingstuart","7/05/2016",13,3204,3,2,1,565,222,1940,"Glen Eira",-37.9134,145.0263
"1242","Bentleigh","39 Luckins Rd",4,"h",1300000,"PI","Buxton","7/11/2016",13,3204,4,2,2,697,194,1940,"Glen Eira",-37.9318,145.0474
"1243","Bentleigh","1/19 Patterson Rd",2,"h",855000,"S","Buxton","7/11/2016",13,3204,2,1,1,298,146.861538586252,1970,"Glen Eira",-37.9247,145.0287
"1245","Bentleigh","592 Centre Rd",3,"h",1125000,"S","hockingstuart","8/10/2016",13,3204,3,1,2,584,116,1948,"Glen Eira",-37.9199,145.0477
"1246","Bentleigh","2 Gwendoline Av",3,"h",1475000,"S","Woodards","8/10/2016",13,3204,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1247","Bentleigh","32 Luckins Rd",3,"h",1135000,"SP","O'Brien","8/10/2016",13,3204,3,1,2,627,146.861538586252,1970,"Glen Eira",-37.9321,145.0472
"1248","Bentleigh","575 South Rd",3,"h",867000,"S","hockingstuart","8/10/2016",13,3204,3,2,1,578,146.861538586252,1970,"Glen Eira",-37.9344,145.0481
"1250","Bentleigh","74 Fromer St",4,"h",1328000,"S","hockingstuart","10/09/2016",13,3204,3,2,2,610,112,1940,"Glen Eira",-37.9291,145.0472
"1251","Bentleigh","4 Gordon St",3,"h",1340000,"S","hockingstuart","10/09/2016",13,3204,3,2,1,526,135,1910,"Glen Eira",-37.9279,145.031
"1252","Bentleigh","58 London St",4,"t",1155000,"S","Buxton","10/09/2016",13,3204,4,3,2,271,205,2010,"Glen Eira",-37.9252,145.0494
"1253","Bentleigh","41 North Av",3,"h",1130000,"PI","Buxton","10/09/2016",13,3204,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1254","Bentleigh","182 Patterson Rd",3,"h",1275000,"S","Buxton","10/09/2016",13,3204,3,1,4,758,138,1960,"Glen Eira",-37.9267,145.043
"1258","Bentleigh","1/30 Daley St",2,"h",855000,"SP","Marshall","10/12/2016",13,3204,2,1,1,296,103,1940,"Glen Eira",-37.9243,145.0376
"1259","Bentleigh","1/26 Harding St",3,"t",1100000,"SP","Buxton","10/12/2016",13,3204,3,2,2,333,146.861538586252,1970,"Glen Eira",-37.9292,145.0341
"1261","Bentleigh","13/27 Patterson Rd",2,"u",650000,"SP","hockingstuart","10/12/2016",13,3204,2,1,1,116,92,1960,"Glen Eira",-37.9245,145.0336
"1262","Bentleigh","112 Tucker Rd",4,"h",1815000,"S","Buxton","10/12/2016",13,3204,4,2,4,902,233,1950,"Glen Eira",-37.924,145.0504
"1264","Bentleigh","66 Fromer St",3,"h",1470000,"S","McGrath","11/02/2017",13,3204,3,2,2,613,146.861538586252,1950,"Glen Eira",-37.929,145.0464
"1269","Bentleigh","2/32 Mavho St",2,"u",770000,"PI","Buxton","12/11/2016",13,3204,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1270","Bentleigh","201/39 Mavho St",2,"u",615000,"S","Hodges","12/11/2016",13,3204,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1271","Bentleigh","11 Somers St",4,"h",1450000,"S","hockingstuart","12/11/2016",13,3204,4,1,1,567,146.861538586252,1970,"Glen Eira",-37.9149,145.0252
"1272","Bentleigh","103 Tucker Rd",3,"h",1200000,"PI","hockingstuart","12/11/2016",13,3204,3,2,2,590,146.861538586252,1970,"Glen Eira",-37.9256,145.0497
"1273","Bentleigh","11 Wheatley Rd",4,"h",1860000,"PI","McGrath","12/11/2016",13,3204,4,2,3,855,197,1930,"Glen Eira",-37.9163,145.0324
"1274","Bentleigh","2/15 Jasper Rd",2,"u",725000,"S","hockingstuart","13/08/2016",13,3204,2,1,1,227,100,1990,"Glen Eira",-37.9326,145.0387
"1275","Bentleigh","9 Park Cr",3,"h",1360000,"S","Buxton","14/05/2016",13,3204,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1276","Bentleigh","6 Atkinson St",3,"h",1293000,"S","Buxton","15/10/2016",13,3204,3,1,1,632,108,1950,"Glen Eira",-37.9282,145.0367
"1277","Bentleigh","19b Howell St",4,"h",1250000,"VB","Woodards","15/10/2016",13,3204,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1278","Bentleigh","38 Leckie St",3,"h",1390000,"S","Buxton","15/10/2016",13,3204,3,1,2,723,146.861538586252,1925,"Glen Eira",-37.9203,145.048
"1279","Bentleigh","15 Luckins Rd",3,"h",1400000,"SP","Buxton","15/10/2016",13,3204,3,2,1,699,146.861538586252,1970,"Glen Eira",-37.9316,145.0454
"1280","Bentleigh","33 Luckins Rd",3,"h",1328000,"S","Woodards","15/10/2016",13,3204,3,2,2,690,245,1970,"Glen Eira",-37.9317,145.0469
"1281","Bentleigh","4a Rosina St",4,"t",1247000,"S","hockingstuart","15/10/2016",13,3204,4,2,3,354,255,2008,"Glen Eira",-37.9326,145.0441
"1282","Bentleigh","14 Sandra Gr",3,"h",1311000,"S","Buxton","15/10/2016",13,3204,3,2,2,592,146.861538586252,1970,"Glen Eira",-37.933,145.0466
"1283","Bentleigh","4 The Highway",3,"h",1100000,"S","hockingstuart","15/10/2016",13,3204,3,1,2,382,146.861538586252,1970,"Glen Eira",-37.9187,145.0461
"1285","Bentleigh","4 Leckie St",3,"h",1327500,"S","hockingstuart","16/04/2016",13,3204,3,1,2,700,146.861538586252,1970,"Glen Eira",-37.9228,145.0476
"1286","Bentleigh","9b Marquis Rd",4,"t",1435000,"S","hockingstuart","16/04/2016",13,3204,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1289","Bentleigh","43 Wavell St",4,"h",1560000,"PI","Buxton","16/04/2016",13,3204,4,3,1,695,146.861538586252,1970,"Glen Eira",-37.9149,145.0469
"1290","Bentleigh","4 Daley St",3,"h",1370000,"S","hockingstuart","16/07/2016",13,3204,3,1,2,624,143,1950,"Glen Eira",-37.9256,145.0374
"1291","Bentleigh","145a Jasper Rd",3,"h",1100000,"S","Buxton","16/07/2016",13,3204,3,1,2,632,146.861538586252,1970,"Glen Eira",-37.921,145.0411
"1292","Bentleigh","55 North Av",2,"h",850000,"VB","Buxton","16/07/2016",13,3204,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1293","Bentleigh","15 Wilson St",4,"h",1385000,"S","hockingstuart","16/07/2016",13,3204,4,2,1,576,146.861538586252,1920,"Glen Eira",-37.9152,145.0244
"1294","Bentleigh","59b Fromer St",3,"t",1275000,"S","hockingstuart","17/09/2016",13,3204,3,2,2,309,146.861538586252,1970,"Glen Eira",-37.9287,145.0461
"1295","Bentleigh","64 Tucker Rd",3,"h",1095000,"S","Buxton","17/09/2016",13,3204,3,2,1,581,170,1965,"Glen Eira",-37.9286,145.0495
"1296","Bentleigh","1/96 Tucker Rd",2,"u",797500,"S","Ray","17/09/2016",13,3204,2,1,2,321,146.861538586252,1970,"Glen Eira",-37.9257,145.0501
"1297","Bentleigh","3/18 Bleazby St",2,"u",725000,"S","hockingstuart","18/03/2017",13,3204,2,1,1,677,88,2012,"Glen Eira",-37.9173,145.0359
"1298","Bentleigh","33A Campbell St",4,"t",1380000,"PI","hockingstuart","18/03/2017",13,3204,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1299","Bentleigh","2/1 Corbie St",3,"t",825000,"S","Buxton","18/03/2017",13,3204,3,2,2,147,149,2007,"Glen Eira",-37.9317,145.0352
"1302","Bentleigh","2 Windsor Av",3,"u",820000,"PI","Ray","18/03/2017",13,3204,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1304","Bentleigh","5 Luckins Rd",3,"h",1165000,"PI","Buxton","18/06/2016",13,3204,3,1,2,694,125,1950,"Glen Eira",-37.9315,145.0445
"1306","Bentleigh","147 Tucker Rd",4,"h",1355000,"S","hockingstuart","18/06/2016",13,3204,4,2,3,591,146.861538586252,1970,"Glen Eira",-37.9215,145.0505
"1307","Bentleigh","13 Wood St",4,"h",1910000,"S","hockingstuart","18/06/2016",13,3204,4,2,4,736,284,1950,"Glen Eira",-37.9224,145.0462
"1308","Bentleigh","17b Delhi St",4,"t",1250000,"PI","hockingstuart","19/11/2016",13,3204,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1309","Bentleigh","25 Mitchell St",3,"h",1448000,"S","hockingstuart","19/11/2016",13,3204,3,2,3,568,146.861538586252,1970,"Glen Eira",-37.9246,145.0383
"1310","Bentleigh","28b Scotts St",4,"h",1400000,"VB","Woodards","19/11/2016",13,3204,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1311","Bentleigh","3/148 Tucker Rd",2,"u",520000,"S","McGrath","19/11/2016",13,3204,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1312","Bentleigh","1/7 Uonga Rd",2,"u",820000,"S","hockingstuart","19/11/2016",13,3204,2,1,3,336,109,1960,"Glen Eira",-37.929,145.0375
"1313","Bentleigh","12 Werona St",3,"t",740000,"PI","Woodards","19/11/2016",13,3204,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1316","Bentleigh","3 Somers St",4,"h",1041000,"S","Woodards","22/05/2016",13,3204,4,2,1,292,146.861538586252,1970,"Glen Eira",-37.9148,145.0243
"1317","Bentleigh","81 Fromer St",4,"h",1430000,"S","hockingstuart","22/08/2016",13,3204,4,2,2,611,168,1970,"Glen Eira",-37.9289,145.0481
"1318","Bentleigh","13 Horsley St",2,"h",910000,"S","Buxton","22/08/2016",13,3204,2,1,2,274,96,1970,"Glen Eira",-37.9178,145.0413
"1320","Bentleigh","26 Buckingham Av",4,"h",1860000,"S","Buxton","24/09/2016",13,3204,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1321","Bentleigh","68 Mortimore St",3,"h",1350000,"S","C21","24/09/2016",13,3204,3,1,1,617,146.861538586252,1970,"Glen Eira",-37.9282,145.047
"1322","Bentleigh","11/27 Patterson Rd",2,"u",635000,"S","hockingstuart","24/09/2016",13,3204,2,1,2,118,146.861538586252,1970,"Glen Eira",-37.9245,145.0336
